Date,edinetCode,code,Close,Volume,MarketCap,EV,PER,PBR,EPS_calc,BPS,NetAssets,NetIncome,OperatingIncome
2024-04-10,E04425,6758,2558.5947265625,10901500,,,9.280694717118866,,275.69,,3819755000000.0,639767000000,612000000.0
2024-04-11,E04425,6758,2537.865234375,10338000,,,9.205503407359716,,275.69,,3819755000000.0,639767000000,612000000.0
2024-04-12,E04425,6758,2574.388671875,16154000,,,9.33798350275672,,275.69,,3819755000000.0,639767000000,612000000.0
2024-04-15,E04425,6758,2538.852294921875,14991500,,,9.209083735071548,,275.69,,3819755000000.0,639767000000,612000000.0
2024-04-16,E04425,6758,2553.659423828125,16050000,,,9.262793078559705,,275.69,,3819755000000.0,639767000000,612000000.0
2024-04-17,E04425,6758,2500.35498046875,15644500,,,9.069443869813014,,275.69,,3819755000000.0,639767000000,612000000.0
2024-04-18,E04425,6758,2519.1103515625,12211000,,,9.1374745241485,,275.69,,3819755000000.0,639767000000,612000000.0
2024-04-19,E04425,6758,2473.703125,22808000,,,8.972770593782872,,275.69,,3819755000000.0,639767000000,612000000.0
2024-04-22,E04425,6758,2473.703125,13075000,,,8.972770593782872,,275.69,,3819755000000.0,639767000000,612000000.0
2024-04-23,E04425,6758,2466.793212890625,14507000,,,8.947706528675777,,275.69,,3819755000000.0,639767000000,612000000.0
2024-04-24,E04425,6758,2534.904052734375,19049000,,,9.19476242422422,,275.69,,3819755000000.0,639767000000,612000000.0
2024-04-25,E04425,6758,2519.1103515625,10242000,,,9.1374745241485,,275.69,,3819755000000.0,639767000000,612000000.0
